S00534,Alice,61,61.00,C
S00535,Priya,85,85.00,B
S00536,Frank,40,40.00,D
S00537,Nisha,47,47.00,D
S00539,Liya,42,42.00,D
S00540,Karan,81,81.00,B
S00550,Frank,79,79.00,B
S00553,Liya,57,57.00,D
S00554,Frank,55,55.00,D
S00566,Jack,80,80.00,B
S00567,Grace,54,54.00,D
S00572,Charlie,90,90.00,A
S00574,Ivy,37,37.00,F
S00576,Charlie,34,34.00,F
S00577,Bob,47,47.00,D
S00578,Ivy,70,70.00,C
S00579,Diana,56,56.00,D
S00595,Karan,48,48.00,D
S00601,Priya,47,47.00,D
S00608,Henry,38,38.00,F
S00614,Riya,59,59.00,D
S00616,Diana,67,67.00,C
S00622,Henry,92,92.00,A
S00625,Nisha,48,48.00,D
S00627,Priya,41,41.00,D
S00632,Qadir,35,35.00,F
S00633,Henry,76,76.00,B
S00637,Alice,40,40.00,D
S00638,Diana,36,36.00,F
S00644,Alice,66,66.00,C
S00647,Riya,33,33.00,F
S00651,Ivy,34,34.00,F
S00653,Frank,30,30.00,F
S00658,Qadir,58,58.00,D
S00659,Henry,32,32.00,F
S00662,Alice,67,67.00,C
S00672,Qadir,44,44.00,D
S00674,Priya,79,79.00,B
S00682,Charlie,98,98.00,A
S00687,Manoj,65,65.00,C
S00690,Jack,55,55.00,D
S00691,Eva,79,79.00,B
S00695,Alice,48,48.00,D
S00698,Qadir,34,34.00,F
S00701,Sanjay,60,60.00,C
S00702,Manoj,69,69.00,C
S00703,Eva,88,88.00,B
S00712,Om,71,71.00,C
S00723,Charlie,38,38.00,F
S00732,Grace,69,69.00,C
S00737,Priya,57,57.00,D
S00739,Nisha,54,54.00,D
S00742,Qadir,59,59.00,D
S00746,Jack,39,39.00,F
S00747,Alice,97,97.00,A
S00750,Tara,91,91.00,A
S00753,Nisha,84,84.00,B
S00757,Karan,69,69.00,C
S00763,Sanjay,69,69.00,C
S00772,Ivy,56,56.00,D
S00774,Charlie,63,63.00,C
S00775,Riya,82,82.00,B
S00781,Frank,78,78.00,B
S00782,Nisha,80,80.00,B
S00784,Diana,46,46.00,D
S00786,Nisha,76,76.00,B
S00787,Eva,93,93.00,A
S00789,Frank,86,86.00,B
S00790,Ivy,93,93.00,A
S00795,Liya,50,50.00,D
S00796,Sanjay,41,41.00,D
S00797,Manoj,55,55.00,D
S00799,Priya,99,99.00,A
S00801,Manoj,86,86.00,B
S00810,Priya,91,91.00,A
S00813,Tara,40,40.00,D
S00814,Liya,100,100.00,A
S00815,Om,99,99.00,A
S00823,Karan,38,38.00,F
S00825,Diana,36,36.00,F
S00827,Jack,48,48.00,D
S00829,Liya,70,70.00,C
S00830,Bob,88,88.00,B
S00835,Grace,35,35.00,F
S00838,Jack,60,60.00,C
S00839,Eva,78,78.00,B
S00845,Qadir,52,52.00,D
S00846,Grace,50,50.00,D
S00855,Om,58,58.00,D
S00856,Manoj,62,62.00,C
S00869,Liya,79,79.00,B
S00870,Nisha,44,44.00,D
S00873,Sanjay,84,84.00,B
S00874,Manoj,69,69.00,C
S00875,Eva,95,95.00,A
S00876,Liya,33,33.00,F
S00880,Frank,96,96.00,A
S00882,Tara,30,30.00,F
S00892,Qadir,47,47.00,D
S00893,Alice,99,99.00,A
S00901,Grace,56,56.00,D
S00904,Riya,57,57.00,D
S00907,Om,82,82.00,B
S00908,Karan,44,44.00,D
S00909,Alice,99,99.00,A
S00910,Frank,98,98.00,A
S00912,Henry,49,49.00,D
S00915,Riya,88,88.00,B
S00921,Charlie,45,45.00,D
S00926,Riya,89,89.00,B
S00927,Alice,84,84.00,B
S00931,Diana,44,44.00,D
S00943,Charlie,50,50.00,D
S00945,Ivy,50,50.00,D
S00948,Karan,86,86.00,B
S00951,Riya,100,100.00,A
S00953,Liya,65,65.00,C
S00954,Om,37,37.00,F
S00955,Jack,75,75.00,B
S00957,Priya,79,79.00,B
S00959,Qadir,49,49.00,D
S00962,Manoj,88,88.00,B
S00964,Diana,80,80.00,B
S00965,Charlie,35,35.00,F
S00968,Liya,71,71.00,C
S00970,Tara,30,30.00,F
S00981,Tara,75,75.00,B
S00983,Om,63,63.00,C
S00987,Charlie,91,91.00,A
S00992,Ivy,49,49.00,D
S00993,Priya,74,74.00,C
S00994,Frank,33,33.00,F
S00995,Manoj,86,86.00,B
S00998,Charlie,87,87.00,B
S01003,Ivy,61,61.00,C
S01010,Tara,37,37.00,F
S01012,Frank,58,58.00,D
S01016,Om,37,37.00,F
S01017,Karan,53,53.00,D
S01018,Henry,34,34.00,F
S01021,Henry,34,34.00,F
S01025,Grace,39,39.00,F
S01026,Liya,63,63.00,C
S01031,Jack,87,87.00,B
S01036,Tara,39,39.00,F
S01039,Jack,83,83.00,B
S01046,Manoj,87,87.00,B
S01047,Alice,51,51.00,D
S01060,Jack,77,77.00,B
S01068,Riya,78,78.00,B
S01069,Henry,44,44.00,D
S01071,Nisha,60,60.00,C
S01072,Eva,40,40.00,D
S01078,Om,90,90.00,A
S01079,Jack,82,82.00,B
S01083,Grace,56,56.00,D
S01084,Priya,98,98.00,A
S01088,Priya,92,92.00,A
S01092,Charlie,38,38.00,F
S01094,Tara,98,98.00,A
S01097,Jack,81,81.00,B
S01100,Charlie,45,45.00,D
S01101,Nisha,100,100.00,A
S01106,Grace,85,85.00,B
S01117,Henry,44,44.00,D
S01120,Grace,53,53.00,D
S01122,Frank,80,80.00,B
S01133,Om,81,81.00,B
S01138,Jack,81,81.00,B
S01139,Ivy,75,75.00,B
S01141,Jack,34,34.00,F
S01147,Diana,94,94.00,A
S01159,Frank,96,96.00,A
S01160,Grace,35,35.00,F
S01161,Diana,31,31.00,F
S01164,Eva,82,82.00,B
S01170,Jack,75,75.00,B
S01171,Grace,60,60.00,C
S01174,Jack,48,48.00,D
S01179,Grace,30,30.00,F
S01180,Sanjay,35,35.00,F
S01182,Tara,34,34.00,F
S01185,Jack,50,50.00,D
S01187,Priya,34,34.00,F
S01189,Qadir,81,81.00,B
S01190,Liya,88,88.00,B
S01197,Alice,76,76.00,B
S01199,Om,37,37.00,F
S01200,Jack,98,98.00,A
S01207,Frank,74,74.00,C
S01214,Om,31,31.00,F
S01215,Bob,34,34.00,F
S01227,Grace,92,92.00,A
S01233,Manoj,74,74.00,C
S01238,Alice,93,93.00,A
S01239,Liya,92,92.00,A
S01244,Manoj,88,88.00,B
S01245,Henry,42,42.00,D
S01249,Alice,80,80.00,B
S01250,Charlie,77,77.00,B
S01251,Nisha,48,48.00,D
S01253,Liya,82,82.00,B
S01255,Qadir,55,55.00,D
S01256,Tara,58,58.00,D
S01257,Diana,30,30.00,F
S01259,Jack,95,95.00,A
S01267,Grace,81,81.00,B
S01270,Ivy,59,59.00,D
S01276,Charlie,100,100.00,A
S01277,Qadir,96,96.00,A
S01281,Tara,94,94.00,A
S01284,Bob,70,70.00,C
S01290,Charlie,85,85.00,B
S01291,Qadir,88,88.00,B
S01295,Riya,76,76.00,B
S01299,Riya,43,43.00,D
S01300,Henry,87,87.00,B
S01302,Om,34,34.00,F
S01303,Nisha,49,49.00,D
S01304,Ivy,84,84.00,B
S01307,Qadir,91,91.00,A
S01308,Eva,77,77.00,B
S01310,Manoj,51,51.00,D
S01311,Ivy,48,48.00,D
S01312,Priya,88,88.00,B
S01313,Frank,50,50.00,D
S01319,Grace,42,42.00,D
S01331,Charlie,61,61.00,C
S01335,Sanjay,54,54.00,D
S01336,Qadir,93,93.00,A
S01337,Grace,66,66.00,C
S01343,Jack,76,76.00,B
S01347,Manoj,35,35.00,F
S01355,Alice,49,49.00,D
S01358,Qadir,50,50.00,D
S01359,Grace,65,65.00,C
S01363,Liya,69,69.00,C
S01364,Sanjay,78,78.00,B
S01365,Manoj,94,94.00,A
S01366,Tara,43,43.00,D
S01372,Qadir,40,40.00,D
S01379,Charlie,47,47.00,D
S01380,Henry,56,56.00,D
S01387,Qadir,75,75.00,B
S01392,Liya,42,42.00,D
S01398,Karan,61,61.00,C
S01400,Diana,83,83.00,B
S01420,Bob,81,81.00,B
S01424,Qadir,38,38.00,F
S01431,Qadir,53,53.00,D
S01436,Grace,90,90.00,A
S01439,Bob,83,83.00,B
S01442,Manoj,91,91.00,A
S01443,Grace,72,72.00,C
S01450,Alice,57,57.00,D
S01457,Jack,81,81.00,B
S01461,Grace,82,82.00,B
S01462,Liya,99,99.00,A
S01478,Frank,63,63.00,C
S01481,Frank,80,80.00,B
S01487,Tara,96,96.00,A
S01489,Charlie,49,49.00,D
S01490,Henry,59,59.00,D
S01499,Priya,38,38.00,F
S01502,Alice,54,54.00,D
S01503,Priya,51,51.00,D
S01506,Tara,31,31.00,F
S01509,Jack,79,79.00,B
S01511,Charlie,56,56.00,D
S01513,Ivy,49,49.00,D
S01514,Liya,41,41.00,D
S01515,Om,31,31.00,F
S01521,Diana,78,78.00,B
S01523,Riya,43,43.00,D
S01528,Ivy,52,52.00,D
S01530,Nisha,56,56.00,D
S01531,Ivy,48,48.00,D
S01535,Alice,86,86.00,B
S01536,Priya,70,70.00,C
S01541,Manoj,65,65.00,C
S01549,Qadir,71,71.00,C
S01552,Karan,71,71.00,C
S01553,Eva,50,50.00,D
S01565,Priya,93,93.00,A
S01567,Karan,85,85.00,B
S01568,Henry,86,86.00,B
S01578,Manoj,58,58.00,D
S01584,Om,41,41.00,D
S01585,Riya,83,83.00,B
S01594,Liya,54,54.00,D
S01600,Manoj,36,36.00,F
S01615,Karan,40,40.00,D
S01617,Liya,81,81.00,B
S01622,Qadir,61,61.00,C
S01623,Grace,66,66.00,C
S01624,Diana,77,77.00,B
S01630,Henry,75,75.00,B
S01641,Alice,93,93.00,A
S01645,Henry,43,43.00,D
S01647,Om,56,56.00,D
S01651,Riya,47,47.00,D
S01657,Liya,34,34.00,F
S01659,Qadir,84,84.00,B
S01663,Ivy,42,42.00,D
S01665,Om,74,74.00,C
S01671,Diana,100,100.00,A
S01673,Bob,86,86.00,B
S01676,Om,84,84.00,B
S01681,Grace,74,74.00,C
S01682,Priya,90,90.00,A
S01684,Manoj,68,68.00,C
S01695,Manoj,74,74.00,C
S01699,Jack,82,82.00,B
S01701,Diana,92,92.00,A
S01703,Bob,84,84.00,B
S01704,Alice,35,35.00,F
S01707,Jack,48,48.00,D
S01710,Jack,56,56.00,D
S01715,Grace,30,30.00,F
S01720,Frank,50,50.00,D
S01725,Nisha,39,39.00,F
S01733,Eva,43,43.00,D
S01735,Sanjay,90,90.00,A
S01738,Liya,99,99.00,A
S01743,Riya,55,55.00,D
S01744,Grace,82,82.00,B
S01748,Henry,79,79.00,B
S01750,Bob,99,99.00,A
S01752,Priya,39,39.00,F
S01758,Jack,57,57.00,D
S01759,Henry,95,95.00,A
S01765,Karan,100,100.00,A
S01767,Priya,49,49.00,D
S01776,Nisha,79,79.00,B
S01780,Grace,63,63.00,C
S01783,Qadir,97,97.00,A
S01785,Liya,62,62.00,C
S01790,Bob,86,86.00,B
S01794,Nisha,94,94.00,A
S01795,Tara,77,77.00,B
S01801,Sanjay,48,48.00,D
S01806,Nisha,41,41.00,D
S01809,Sanjay,69,69.00,C
S01810,Eva,68,68.00,C
S01813,Jack,65,65.00,C
S01814,Grace,48,48.00,D
S01818,Alice,73,73.00,C
S01819,Diana,46,46.00,D
S01820,Nisha,89,89.00,B
S01825,Alice,93,93.00,A
S01828,Bob,69,69.00,C
S01834,Frank,94,94.00,A
S01842,Karan,38,38.00,F
S01850,Tara,61,61.00,C
S01852,Sanjay,90,90.00,A
S01853,Bob,66,66.00,C
S01854,Ivy,93,93.00,A
S01856,Frank,77,77.00,B
S01861,Eva,61,61.00,C
S01862,Diana,76,76.00,B
S01868,Qadir,79,79.00,B
S01869,Alice,33,33.00,F
S01870,Frank,80,80.00,B
S01890,Alice,82,82.00,B
S01892,Om,54,54.00,D
S01893,Karan,30,30.00,F
S01899,Priya,81,81.00,B
S01904,Om,60,60.00,C
S01909,Karan,77,77.00,B
S01914,Diana,76,76.00,B
S01919,Sanjay,66,66.00,C
S01939,Ivy,45,45.00,D
S01949,Qadir,37,37.00,F
S01951,Om,92,92.00,A
S01952,Qadir,41,41.00,D
S01954,Liya,42,42.00,D
S01958,Priya,47,47.00,D
S01965,Priya,90,90.00,A
S01969,Liya,85,85.00,B
S01970,Manoj,38,38.00,F
S01971,Alice,83,83.00,B
S01977,Sanjay,71,71.00,C
S01979,Eva,50,50.00,D
S01988,Frank,79,79.00,B
S01989,Manoj,40,40.00,D
S01992,Bob,54,54.00,D
S01996,Manoj,30,30.00,F
S01997,Tara,82,82.00,B
S02003,Jack,83,83.00,B
S02007,Riya,53,53.00,D
S02014,Nisha,53,53.00,D
S02019,Henry,97,97.00,A
S02020,Frank,35,35.00,F
S02022,Grace,94,94.00,A
S02025,Bob,57,57.00,D
S02037,Ivy,66,66.00,C
S02050,Nisha,62,62.00,C
S02051,Ivy,90,90.00,A
S02058,Manoj,63,63.00,C
S02062,Ivy,39,39.00,F
S02065,Qadir,67,67.00,C
S02066,Alice,38,38.00,F
S02067,Priya,35,35.00,F
S02075,Charlie,78,78.00,B
S02087,Qadir,57,57.00,D
S02091,Eva,42,42.00,D
S02094,Qadir,36,36.00,F
S02106,Jack,71,71.00,C
S02111,Priya,84,84.00,B
S02117,Nisha,76,76.00,B
S02121,Eva,86,86.00,B
S02123,Frank,40,40.00,D
S02125,Eva,53,53.00,D
S02137,Priya,76,76.00,B
S02139,Qadir,78,78.00,B
S02146,Bob,42,42.00,D
S02147,Eva,91,91.00,A
S02158,Grace,68,68.00,C
S02159,Diana,32,32.00,F
S02163,Frank,41,41.00,D
S02164,Jack,87,87.00,B
S02166,Diana,38,38.00,F
S02171,Bob,35,35.00,F
S02173,Liya,73,73.00,C
S02175,Nisha,82,82.00,B
S02176,Grace,41,41.00,D
S02177,Liya,51,51.00,D
S02181,Charlie,60,60.00,C
S02186,Riya,68,68.00,C
S02191,Priya,95,95.00,A
S02192,Charlie,82,82.00,B
S02193,Jack,59,59.00,D
S02194,Eva,67,67.00,C
S02196,Frank,79,79.00,B
S02197,Karan,49,49.00,D
S02212,Qadir,93,93.00,A
S02214,Liya,33,33.00,F
S02216,Bob,100,100.00,A
S02219,Charlie,86,86.00,B
S02220,Eva,39,39.00,F
S02221,Liya,57,57.00,D
S02222,Frank,75,75.00,B
S02226,Charlie,39,39.00,F
S02228,Alice,98,98.00,A
S02231,Tara,78,78.00,B
S02236,Priya,50,50.00,D
S02237,Charlie,40,40.00,D
S02238,Jack,62,62.00,C
S02244,Sanjay,72,72.00,C
S02245,Karan,53,53.00,D
S02249,Nisha,68,68.00,C
S02253,Henry,89,89.00,B
S02256,Riya,80,80.00,B
S02267,Nisha,37,37.00,F
S02273,Sanjay,60,60.00,C
S02278,Bob,98,98.00,A
S02281,Riya,75,75.00,B
S02288,Charlie,57,57.00,D
S02293,Grace,50,50.00,D
S02295,Sanjay,80,80.00,B
S02298,Priya,38,38.00,F
S02304,Qadir,65,65.00,C
S02308,Bob,84,84.00,B
S02309,Henry,68,68.00,C
S02312,Alice,99,99.00,A
S02313,Liya,78,78.00,B
S02315,Bob,31,31.00,F
S02319,Riya,48,48.00,D
S02320,Liya,67,67.00,C
S02324,Diana,71,71.00,C
S02329,Frank,98,98.00,A
S02333,Riya,42,42.00,D
S02336,Sanjay,54,54.00,D
S02344,Qadir,37,37.00,F
S02348,Jack,71,71.00,C
S02349,Henry,58,58.00,D
S02354,Om,48,48.00,D
S02355,Karan,75,75.00,B
S02356,Tara,35,35.00,F
S02363,Tara,44,44.00,D
S02365,Sanjay,60,60.00,C
S02367,Eva,89,89.00,B
S02372,Om,30,30.00,F
S02373,Bob,68,68.00,C
S02374,Ivy,65,65.00,C
S02375,Priya,33,33.00,F
S02381,Tara,59,59.00,D
S02382,Liya,37,37.00,F
S02383,Om,97,97.00,A
S02391,Manoj,56,56.00,D
S02392,Eva,39,39.00,F
S02395,Riya,50,50.00,D
S02396,Tara,76,76.00,B
S02398,Charlie,81,81.00,B
S02399,Nisha,45,45.00,D
S02400,Grace,81,81.00,B
S02406,Frank,31,31.00,F
S02407,Nisha,41,41.00,D
S02419,Eva,96,96.00,A
S02431,Om,91,91.00,A
S02435,Frank,71,71.00,C
S02444,Ivy,30,30.00,F
S02447,Jack,88,88.00,B
S02448,Alice,41,41.00,D
S02449,Liya,72,72.00,C
S02455,Grace,57,57.00,D
S02457,Sanjay,77,77.00,B
S02459,Alice,35,35.00,F
S02460,Charlie,44,44.00,D
S02461,Qadir,38,38.00,F
S02465,Manoj,83,83.00,B
S02468,Charlie,65,65.00,C
S02476,Qadir,90,90.00,A
S02483,Nisha,97,97.00,A
S02487,Riya,59,59.00,D
S02488,Eva,69,69.00,C
S02491,Grace,45,45.00,D
S02494,Jack,82,82.00,B
S02503,Grace,30,30.00,F
S02506,Nisha,73,73.00,C
S02508,Liya,88,88.00,B
S02521,Grace,90,90.00,A
S02527,Om,38,38.00,F
S02534,Sanjay,95,95.00,A
S02535,Qadir,34,34.00,F
S02539,Riya,63,63.00,C
S02549,Sanjay,80,80.00,B
S02557,Qadir,69,69.00,C
S02569,Tara,33,33.00,F
S02578,Sanjay,63,63.00,C
S02580,Diana,42,42.00,D
S02583,Ivy,61,61.00,C
S02592,Frank,46,46.00,D
S02593,Bob,81,81.00,B
S02596,Frank,54,54.00,D
S02601,Riya,94,94.00,A
S02605,Jack,53,53.00,D
S02607,Liya,54,54.00,D
S02608,Om,42,42.00,D
S02613,Ivy,58,58.00,D
S02616,Qadir,65,65.00,C
S02627,Karan,77,77.00,B
S02631,Ivy,92,92.00,A
S02634,Nisha,88,88.00,B
S02636,Liya,88,88.00,B
S02639,Ivy,92,92.00,A
S02645,Jack,93,93.00,A
S02648,Sanjay,59,59.00,D
S02650,Liya,75,75.00,B
S02654,Priya,82,82.00,B
S02655,Frank,93,93.00,A
S02665,Diana,74,74.00,C
S02672,Diana,68,68.00,C
S02674,Qadir,30,30.00,F
S02679,Eva,99,99.00,A
S02685,Qadir,85,85.00,B
S02689,Nisha,73,73.00,C
S02690,Diana,82,82.00,B
S02691,Frank,42,42.00,D
S02692,Manoj,67,67.00,C
S02696,Nisha,31,31.00,F
S02697,Ivy,87,87.00,B
S02699,Sanjay,89,89.00,B
S02707,Frank,90,90.00,A
S02709,Alice,66,66.00,C
S02710,Charlie,63,63.00,C
S02711,Bob,56,56.00,D
S02712,Grace,65,65.00,C
S02725,Frank,87,87.00,B
S02733,Manoj,32,32.00,F
S02736,Frank,85,85.00,B
S02739,Liya,42,42.00,D
S02740,Nisha,75,75.00,B
S02744,Jack,95,95.00,A
S02748,Karan,49,49.00,D
S02762,Karan,69,69.00,C
S02763,Henry,77,77.00,B
S02767,Ivy,100,100.00,A
S02770,Ivy,94,94.00,A
S02777,Manoj,55,55.00,D
S02785,Tara,39,39.00,F
S02795,Bob,64,64.00,C
S02800,Ivy,57,57.00,D
S02803,Qadir,30,30.00,F
S02808,Tara,77,77.00,B
S02810,Qadir,80,80.00,B
S02811,Eva,35,35.00,F
S02815,Henry,88,88.00,B
S02821,Karan,94,94.00,A
S02822,Alice,33,33.00,F
S02825,Manoj,79,79.00,B
S02826,Ivy,38,38.00,F
S02827,Liya,55,55.00,D
S02828,Charlie,93,93.00,A
S02832,Riya,79,79.00,B
S02834,Diana,93,93.00,A
S02837,Ivy,55,55.00,D
S02838,Diana,90,90.00,A
S02840,Henry,30,30.00,F
S02844,Ivy,65,65.00,C
S02850,Bob,86,86.00,B
S02854,Nisha,34,34.00,F
S02858,Jack,83,83.00,B
S02865,Qadir,87,87.00,B
S02870,Liya,42,42.00,D
S02875,Sanjay,40,40.00,D
S02878,Diana,87,87.00,B
S02890,Nisha,67,67.00,C
S02893,Om,94,94.00,A
S02898,Qadir,88,88.00,B
S02901,Om,55,55.00,D
S02902,Karan,88,88.00,B
S02919,Priya,75,75.00,B
S02925,Eva,77,77.00,B
S02929,Alice,44,44.00,D
S02931,Jack,87,87.00,B
S02933,Liya,95,95.00,A
S02934,Sanjay,98,98.00,A
S02936,Henry,89,89.00,B
S02939,Karan,68,68.00,C
S02940,Diana,85,85.00,B
S02943,Henry,46,46.00,D
S02950,Alice,36,36.00,F
S02957,Jack,82,82.00,B
S02968,Karan,91,91.00,A
S02969,Tara,60,60.00,C
S02976,Grace,74,74.00,C
S02977,Liya,87,87.00,B
S02979,Riya,57,57.00,D
S02981,Sanjay,43,43.00,D
S02982,Qadir,35,35.00,F
S02989,Om,96,96.00,A
S02993,Karan,48,48.00,D
S02994,Ivy,69,69.00,C
S02995,Diana,81,81.00,B
S02998,Alice,74,74.00,C
S03004,Manoj,60,60.00,C
S03009,Tara,69,69.00,C
S03019,Bob,37,37.00,F
S03023,Henry,86,86.00,B
S03024,Diana,60,60.00,C
S03027,Alice,77,77.00,B
S03033,Manoj,40,40.00,D
S03036,Frank,67,67.00,C
S03044,Karan,91,91.00,A
S03051,Bob,80,80.00,B
S03054,Om,63,63.00,C
S03055,Qadir,76,76.00,B
S03056,Tara,62,62.00,C
S03059,Karan,49,49.00,D
S03064,Liya,48,48.00,D
S03066,Bob,52,52.00,D
S03067,Tara,64,64.00,C
S03073,Jack,40,40.00,D
S03077,Qadir,36,36.00,F
S03082,Diana,88,88.00,B
S03090,Charlie,96,96.00,A
S03092,Ivy,36,36.00,F
S03096,Ivy,67,67.00,C
S03099,Jack,53,53.00,D
S03100,Grace,83,83.00,B
S03107,Nisha,99,99.00,A
S03108,Ivy,38,38.00,F
S03115,Ivy,60,60.00,C
S03117,Om,93,93.00,A
S03119,Ivy,96,96.00,A
S03121,Jack,97,97.00,A
S03126,Henry,74,74.00,C
S03129,Manoj,92,92.00,A
S03132,Manoj,53,53.00,D
S03138,Priya,80,80.00,B
S03139,Om,70,70.00,C
S03149,Diana,57,57.00,D
S03151,Grace,35,35.00,F
S03156,Diana,32,32.00,F
S03157,Frank,68,68.00,C
S03158,Qadir,90,90.00,A
S03161,Qadir,43,43.00,D
S03168,Charlie,30,30.00,F
S03169,Qadir,85,85.00,B
S03170,Liya,42,42.00,D
S03177,Henry,37,37.00,F
S03181,Priya,88,88.00,B
S03188,Alice,77,77.00,B
S03193,Sanjay,31,31.00,F
S03194,Manoj,50,50.00,D
S03198,Manoj,100,100.00,A
S03202,Qadir,51,51.00,D
S03205,Om,72,72.00,C
S03206,Bob,93,93.00,A
S03207,Eva,85,85.00,B
S03210,Alice,65,65.00,C
S03213,Jack,99,99.00,A
S03215,Diana,95,95.00,A
S03224,Qadir,72,72.00,C
S03225,Eva,52,52.00,D
S03228,Manoj,68,68.00,C
S03236,Henry,74,74.00,C
S03239,Nisha,78,78.00,B
S03240,Priya,57,57.00,D
S03250,Henry,75,75.00,B
S03252,Om,90,90.00,A
S03253,Manoj,30,30.00,F
S03255,Liya,55,55.00,D
S03256,Sanjay,88,88.00,B
S03261,Eva,43,43.00,D
S03264,Jack,67,67.00,C
S03267,Frank,70,70.00,C
S03268,Karan,83,83.00,B
S03271,Bob,63,63.00,C
S03273,Priya,88,88.00,B
S03276,Eva,51,51.00,D
S03279,Riya,53,53.00,D
S03283,Grace,79,79.00,B
S03291,Diana,49,49.00,D
S03292,Charlie,58,58.00,D
S03304,Frank,44,44.00,D
S03308,Om,99,99.00,A
S03312,Karan,53,53.00,D
S03316,Nisha,42,42.00,D
S03321,Priya,97,97.00,A
S03323,Manoj,51,51.00,D
S03329,Liya,98,98.00,A
S03332,Liya,43,43.00,D
S03335,Tara,96,96.00,A
S03340,Om,63,63.00,C
S03349,Manoj,30,30.00,F
S03356,Bob,47,47.00,D
S03363,Bob,100,100.00,A
