student_id,name,class,subject,marks
S00381,Frank,11,Chemistry,89
S00382,Riya,12,Biology,67
S00383,Sanjay,12,English,31
S00384,Riya,11,English,70
S00385,Tara,11,Biology,72
S00386,Henry,12,Biology,89
S00387,Karan,12,Science,80
S00388,Alice,9,Biology,58
S00389,Priya,10,Physics,45
S00390,Eva,12,Science,93
S00391,Riya,10,Computer,79
S00392,Bob,10,Biology,46
S00393,Jack,12,Biology,49
S00394,Diana,12,Math,32
S00395,Qadir,9,Chemistry,71
S00396,Karan,10,Science,74
S00397,Sanjay,9,Biology,88
S00398,Sanjay,12,English,48
S00399,Karan,9,Computer,39
S00400,Nisha,12,English,88
S00401,Frank,12,Math,91
S00402,Jack,11,Biology,56
S00403,Eva,11,English,37
S00404,Grace,9,Chemistry,69
S00405,Bob,10,English,40
S00406,Manoj,11,Science,86
S00407,Sanjay,11,English,71
S00408,Henry,9,Math,93
S00409,Frank,11,Math,66
S00410,Eva,12,English,79
S00411,Qadir,12,Biology,69
S00412,Grace,10,Computer,33
S00413,Grace,12,Science,66
S00414,Grace,9,Biology,35
S00415,Sanjay,11,English,40
S00416,Grace,10,Computer,50
S00417,Ivy,11,Science,41
S00418,Karan,12,Math,91
S00419,Eva,10,Science,87
S00420,Riya,10,Science,34
S00421,Ivy,12,Computer,48
S00422,Karan,9,Science,47
S00423,Alice,9,Biology,54
S00424,Nisha,12,Math,60
S00425,Ivy,10,Computer,85
S00426,Qadir,12,Chemistry,84
S00427,Charlie,11,Computer,48
S00428,Priya,11,Math,34
S00429,Riya,10,Computer,65
S00430,Tara,10,Biology,37
S00431,Bob,10,Biology,93
S00432,Diana,11,Math,84
S00433,Priya,10,Biology,98
S00434,Karan,10,English,76
S00435,Ivy,10,Computer,87
S00436,Manoj,9,Biology,39
S00437,Frank,12,English,98
S00438,Grace,9,Computer,32
S00439,Priya,10,English,48
S00440,Nisha,12,Chemistry,85
S00441,Karan,10,Computer,97
S00442,Jack,11,Chemistry,48
S00443,Riya,11,Science,69
S00444,Nisha,9,Computer,88
S00445,Bob,12,Computer,85
S00446,Alice,9,Math,63
S00447,Priya,9,Chemistry,55
S00448,Alice,12,Science,54
S00449,Om,12,Biology,38
S00450,Qadir,10,Physics,45
S00451,Sanjay,10,Computer,90
S00452,Alice,9,Physics,48
S00453,Tara,10,Science,92
S00454,Sanjay,10,Biology,45
S00455,Liya,12,Physics,32
S00456,Bob,9,English,46
S00457,Priya,11,Math,81
S00458,Frank,11,Biology,76
S00459,Frank,11,Computer,61
S00460,Charlie,11,Physics,73
S00461,Diana,12,Physics,64
S00462,Henry,12,Math,85
S00463,Ivy,9,Computer,84
S00464,Jack,12,English,100
S00465,Henry,11,Biology,77
S00466,Tara,12,Physics,52
S00467,Alice,9,Math,96
S00468,Karan,10,Physics,76
S00469,Henry,9,Physics,46
S00470,Ivy,9,Science,83
S00471,Alice,12,English,62
S00472,Tara,9,English,40
S00473,Jack,11,Computer,78
S00474,Tara,12,Physics,69
S00475,Priya,9,Computer,41
S00476,Tara,10,Biology,60
S00477,Manoj,9,Physics,87
S00478,Priya,11,English,47
S00479,Nisha,12,Computer,99
S00480,Alice,11,Computer,60
S00481,Ivy,9,Chemistry,34
S00482,Qadir,11,Computer,84
S00483,Riya,11,Science,78
S00484,Alice,12,Math,92
S00485,Henry,12,Computer,32
S00486,Liya,10,Math,51
S00487,Qadir,9,Math,56
S00488,Om,10,Physics,60
S00489,Diana,12,Physics,44
S00490,Karan,10,Physics,80
S00491,Alice,9,Chemistry,77
S00492,Eva,12,English,55
S00493,Frank,11,Physics,96
S00494,Frank,12,Chemistry,42
S00495,Ivy,10,Biology,34
S00496,Alice,11,Science,81
S00497,Tara,12,Science,93
S00498,Om,10,English,73
S00499,Eva,11,Math,30
S00500,Nisha,12,Computer,99
S00501,Ivy,12,Computer,77
S00502,Karan,10,Science,45
S00503,Bob,9,Biology,55
S00504,Alice,12,Math,38
S00505,Tara,9,Biology,62
S00506,Diana,10,Chemistry,44
S00507,Grace,12,Biology,70
S00508,Eva,11,Biology,42
S00509,Jack,9,Physics,52
S00510,Alice,11,Biology,87
S00511,Manoj,10,Science,35
S00512,Charlie,9,Math,52
S00513,Sanjay,10,Computer,90
S00514,Qadir,10,Computer,30
S00515,Sanjay,12,Chemistry,39
S00516,Henry,12,Chemistry,37
S00517,Charlie,9,Math,86
S00518,Henry,9,Chemistry,91
S00519,Nisha,11,Computer,38
S00520,Priya,10,Computer,86
S00521,Qadir,10,Computer,31
S00522,Qadir,9,Computer,67
S00523,Bob,9,English,31
S00524,Bob,11,Biology,100
S00525,Karan,10,Physics,41
S00526,Manoj,11,Computer,88
S00527,Jack,12,Physics,93
S00528,Sanjay,12,Biology,66
S00529,Frank,9,Science,95
S00530,Alice,9,Math,83
S00531,Manoj,9,Chemistry,41
S00532,Nisha,10,Math,95
S00533,Eva,10,Biology,82
S00534,Alice,11,Computer,61
S00535,Priya,10,Computer,85
S00536,Frank,9,Biology,40
S00537,Nisha,11,Science,47
S00538,Karan,9,English,61
S00539,Liya,11,Physics,42
S00540,Karan,10,Science,81
S00541,Charlie,9,Chemistry,76
S00542,Jack,11,Biology,100
S00543,Tara,10,English,67
S00544,Liya,11,Chemistry,32
S00545,Om,12,Math,97
S00546,Sanjay,9,Biology,36
S00547,Grace,12,Science,53
S00548,Alice,9,Computer,45
S00549,Frank,9,Computer,74
S00550,Frank,12,Science,79
S00551,Liya,12,Math,51
S00552,Bob,11,Chemistry,53
S00553,Liya,9,Math,57
S00554,Frank,11,Chemistry,55
S00555,Diana,9,Science,35
S00556,Riya,10,Chemistry,69
S00557,Charlie,10,Science,63
S00558,Manoj,9,Science,38
S00559,Om,10,Science,95
S00560,Eva,12,Biology,52
S00561,Riya,10,Biology,52
S00562,Charlie,12,Physics,93
S00563,Manoj,11,Physics,83
S00564,Om,10,English,75
S00565,Grace,11,Biology,96
S00566,Jack,10,Math,80
S00567,Grace,11,Computer,54
S00568,Ivy,12,Math,62
S00569,Priya,12,English,62
S00570,Priya,12,English,65
S00571,Jack,10,Science,54
S00572,Charlie,9,Science,90
S00573,Sanjay,11,English,39
S00574,Ivy,12,Computer,37
S00575,Qadir,11,Science,86
S00576,Charlie,11,Biology,34
S00577,Bob,10,Physics,47
S00578,Ivy,12,Science,70
S00579,Diana,9,English,56
S00580,Grace,12,Chemistry,53
S00581,Qadir,10,Biology,54
S00582,Alice,10,Science,32
S00583,Tara,9,Physics,76
S00584,Priya,12,Math,79
S00585,Sanjay,9,English,51
S00586,Om,12,Chemistry,93
S00587,Bob,11,Chemistry,87
S00588,Priya,10,Chemistry,49
S00589,Riya,10,Math,44
S00590,Grace,12,English,43
S00591,Charlie,9,Computer,51
S00592,Sanjay,12,Chemistry,73
S00593,Grace,12,Math,74
S00594,Henry,9,Biology,75
S00595,Karan,10,Chemistry,48
S00596,Sanjay,11,Computer,63
S00597,Riya,12,Math,89
S00598,Eva,9,Biology,86
S00599,Charlie,9,Math,52
S00600,Nisha,12,Physics,82
S00601,Priya,9,Physics,47
S00602,Eva,12,English,57
S00603,Alice,10,Biology,66
S00604,Om,11,Science,56
S00605,Jack,11,Chemistry,46
S00606,Bob,10,Physics,76
S00607,Alice,12,Science,34
S00608,Henry,11,Science,38
S00609,Bob,12,Science,89
S00610,Liya,12,Computer,33
S00611,Priya,11,Chemistry,62
S00612,Henry,9,Computer,65
S00613,Liya,10,Science,80
S00614,Riya,9,Physics,59
S00615,Nisha,11,Physics,93
S00616,Diana,9,Computer,67
S00617,Diana,9,Biology,34
S00618,Tara,12,Physics,90
S00619,Charlie,11,Chemistry,58
S00620,Jack,11,Physics,76
S00621,Sanjay,10,Science,84
S00622,Henry,11,Biology,92
S00623,Charlie,10,English,55
S00624,Jack,9,English,60
S00625,Nisha,10,Biology,48
S00626,Riya,12,Computer,92
S00627,Priya,12,Science,41
S00628,Diana,10,Math,45
S00629,Alice,12,Physics,92
S00630,Nisha,9,Chemistry,77
S00631,Nisha,10,Science,62
S00632,Qadir,12,English,35
S00633,Henry,12,Computer,76
S00634,Sanjay,10,Math,58
S00635,Jack,10,Chemistry,31
S00636,Tara,9,English,78
S00637,Alice,9,Physics,40
S00638,Diana,12,Computer,36
S00639,Grace,9,Science,87
S00640,Jack,10,Chemistry,52
S00641,Henry,12,Physics,88
S00642,Grace,10,Physics,73
S00643,Eva,9,Physics,86
S00644,Alice,12,Computer,66
S00645,Charlie,9,Chemistry,39
S00646,Tara,10,Math,53
S00647,Riya,9,Chemistry,33
S00648,Bob,12,Chemistry,56
S00649,Sanjay,10,Science,39
S00650,Liya,11,English,97
S00651,Ivy,10,Science,34
S00652,Tara,12,English,65
S00653,Frank,9,Biology,30
S00654,Alice,11,Math,71
S00655,Jack,11,Science,71
S00656,Charlie,9,Science,56
S00657,Priya,12,Science,89
S00658,Qadir,9,Science,58
S00659,Henry,9,Math,32
S00660,Bob,11,Science,56
S00661,Liya,11,Computer,93
S00662,Alice,10,Chemistry,67
S00663,Bob,10,Science,60
S00664,Bob,10,Chemistry,30
S00665,Priya,10,English,48
S00666,Manoj,11,English,42
S00667,Grace,12,Physics,92
S00668,Jack,12,Biology,67
S00669,Ivy,12,English,75
S00670,Tara,12,Physics,36
S00671,Qadir,10,Biology,45
S00672,Qadir,11,Physics,44
S00673,Jack,11,Physics,92
S00674,Priya,11,English,79
S00675,Karan,10,English,60
S00676,Priya,10,Math,96
S00677,Liya,11,Computer,64
S00678,Grace,11,Biology,47
S00679,Diana,12,Biology,85
S00680,Bob,9,Biology,94
S00681,Ivy,10,English,32
S00682,Charlie,11,Chemistry,98
S00683,Eva,9,Chemistry,94
S00684,Karan,10,English,72
S00685,Bob,10,English,92
S00686,Henry,12,English,71
S00687,Manoj,9,Science,65
S00688,Sanjay,10,Science,95
S00689,Bob,12,Math,85
S00690,Jack,11,Chemistry,55
S00691,Eva,11,English,79
S00692,Alice,9,Science,37
S00693,Priya,12,Physics,90
S00694,Ivy,10,Chemistry,32
S00695,Alice,11,Science,48
S00696,Grace,12,Chemistry,91
S00697,Tara,10,Biology,97
S00698,Qadir,11,Biology,34
S00699,Charlie,12,English,79
S00700,Om,12,English,33
S00701,Sanjay,11,Science,60
S00702,Manoj,12,Science,69
S00703,Eva,9,Chemistry,88
S00704,Om,12,Chemistry,39
S00705,Tara,10,Physics,80
S00706,Tara,9,Computer,80
S00707,Jack,11,Computer,92
S00708,Sanjay,11,Math,37
S00709,Eva,12,Science,64
S00710,Manoj,12,Science,82
S00711,Ivy,10,Chemistry,60
S00712,Om,10,Chemistry,71
S00713,Alice,10,English,93
S00714,Om,10,Math,82
S00715,Henry,11,English,35
S00716,Riya,11,Chemistry,85
S00717,Priya,12,Computer,82
S00718,Om,11,Biology,56
S00719,Henry,12,Science,50
S00720,Liya,10,Chemistry,63
S00721,Bob,10,Science,92
S00722,Riya,9,Chemistry,40
S00723,Charlie,12,Math,38
S00724,Liya,12,Computer,30
S00725,Qadir,9,Science,73
S00726,Henry,12,Biology,74
S00727,Liya,10,Chemistry,51
S00728,Charlie,10,Math,61
S00729,Qadir,9,Computer,48
S00730,Liya,11,Science,60
S00731,Henry,9,Biology,70
S00732,Grace,12,Physics,69
S00733,Tara,12,Computer,84
S00734,Alice,10,Computer,68
S00735,Sanjay,9,Computer,73
S00736,Priya,12,English,47
S00737,Priya,10,English,57
S00738,Qadir,9,English,35
S00739,Nisha,11,Physics,54
S00740,Qadir,10,Computer,36
S00741,Diana,9,Chemistry,77
S00742,Qadir,12,English,59
S00743,Priya,10,Biology,99
S00744,Charlie,11,English,87
S00745,Grace,11,Computer,63
S00746,Jack,12,Biology,39
S00747,Alice,11,Biology,97
S00748,Frank,9,Science,79
S00749,Priya,12,Chemistry,56
S00750,Tara,10,Biology,91
S00751,Manoj,9,English,51
S00752,Manoj,12,Biology,54
S00753,Nisha,10,Physics,84
S00754,Diana,12,Math,59
S00755,Tara,10,Chemistry,96
S00756,Tara,11,Physics,69
S00757,Karan,9,Science,69
S00758,Liya,9,Physics,92
S00759,Tara,10,English,80
S00760,Frank,9,Physics,44
S00761,Priya,12,Science,79
S00762,Grace,9,English,76
S00763,Sanjay,10,Science,69
S00764,Om,12,Science,74
S00765,Om,10,Computer,36
S00766,Alice,12,English,57
S00767,Grace,12,Physics,80
S00768,Priya,11,Biology,88
S00769,Liya,12,Chemistry,97
S00770,Liya,12,Math,86
S00771,Priya,10,English,31
S00772,Ivy,12,English,56
S00773,Riya,11,Biology,99
S00774,Charlie,10,Computer,63
S00775,Riya,10,Science,82
S00776,Nisha,12,Physics,32
S00777,Eva,11,Math,100
S00778,Henry,10,Chemistry,92
S00779,Grace,9,Chemistry,75
S00780,Nisha,9,Physics,60
S00781,Frank,9,English,78
S00782,Nisha,12,Biology,80
S00783,Liya,9,Computer,45
S00784,Diana,10,Physics,46
S00785,Diana,11,Computer,99
S00786,Nisha,11,Science,76
S00787,Eva,10,Chemistry,93
S00788,Qadir,12,Biology,65
S00789,Frank,10,Biology,86
S00790,Ivy,11,Chemistry,93
S00791,Karan,11,Computer,91
S00792,Grace,9,Physics,75
S00793,Sanjay,10,Science,50
S00794,Diana,11,Science,30
S00795,Liya,11,Physics,50
S00796,Sanjay,9,Science,41
S00797,Manoj,10,Physics,55
S00798,Jack,12,Biology,85
S00799,Priya,11,Math,99
S00800,Alice,11,Computer,37
S00801,Manoj,12,Computer,86
S00802,Frank,9,Physics,33
S00803,Manoj,9,Math,60
S00804,Karan,9,English,34
S00805,Alice,12,English,50
S00806,Karan,10,Chemistry,92
S00807,Karan,9,Biology,70
S00808,Riya,11,English,55
S00809,Diana,12,Chemistry,59
S00810,Priya,11,Physics,91
S00811,Ivy,10,Computer,96
S00812,Tara,9,Math,79
S00813,Tara,11,Science,40
S00814,Liya,10,Science,100
S00815,Om,11,Chemistry,99
S00816,Liya,10,Math,71
S00817,Bob,9,Computer,52
S00818,Om,12,Biology,35
S00819,Qadir,12,Science,30
S00820,Nisha,10,Chemistry,30
S00821,Qadir,10,Math,88
S00822,Jack,12,Computer,49
S00823,Karan,12,Chemistry,38
S00824,Riya,9,Science,34
S00825,Diana,12,English,36
S00826,Henry,11,English,46
S00827,Jack,10,Computer,48
S00828,Jack,9,Biology,87
S00829,Liya,10,English,70
S00830,Bob,9,Science,88
S00831,Karan,11,Chemistry,34
S00832,Sanjay,10,Science,76
S00833,Diana,12,Science,40
S00834,Grace,11,Physics,73
S00835,Grace,10,English,35
S00836,Frank,11,Biology,96
S00837,Liya,11,Biology,47
S00838,Jack,10,Science,60
S00839,Eva,10,Chemistry,78
S00840,Ivy,10,Computer,63
S00841,Tara,11,Math,72
S00842,Qadir,12,Physics,61
S00843,Bob,9,Chemistry,82
S00844,Jack,12,Physics,68
S00845,Qadir,12,Biology,52
S00846,Grace,11,Science,50
S00847,Manoj,9,Science,37
S00848,Manoj,12,Biology,44
S00849,Liya,9,Chemistry,58
S00850,Manoj,10,Chemistry,39
S00851,Jack,10,Computer,89
S00852,Grace,10,Computer,80
S00853,Liya,10,Physics,42
S00854,Manoj,10,Science,96
S00855,Om,11,Chemistry,58
S00856,Manoj,11,Biology,62
S00857,Liya,11,English,40
S00858,Bob,9,Chemistry,63
S00859,Jack,11,Biology,36
S00860,Charlie,12,Chemistry,88
S00861,Qadir,12,Science,74
S00862,Ivy,11,Computer,73
S00863,Diana,11,Physics,43
S00864,Sanjay,9,Biology,35
S00865,Frank,9,Physics,40
S00866,Jack,12,Biology,74
S00867,Grace,9,Physics,32
S00868,Priya,12,Physics,65
S00869,Liya,11,Math,79
S00870,Nisha,11,Physics,44
